MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-01206-0029,"322 CENTRAL PARK
New York, NY
(40.789207939959, -73.966529629274)",1,10000,40.782295,-73.965126,64,6,143,1000000,1011110001,park-cemetery-etc-Manhattan                                                ,UPPER WEST SIDE (79-96),D4-ELEVATOR,49,1926,120112,3157744,26.29,1213131,10.1,1944613,14072000,117.16,1-01832-0016,"27 96 STREET
New York, NY
(40.616015216339, -74.037632780308)",MANHATTAN VALLEY,D3-ELEVATOR,92,1927,133915,3051647,22.79,1259210,9.4,1792437,13094000,97.78,0.21,1-01203-0033,"295 CENTRAL PARK
New York, NY
(40.767852935294, -73.981336598051)",UPPER WEST SIDE (79-96),D3-ELEVATOR,136,1941,145476,4333969,29.79,1571254,10.8,2762715,20704000,142.32,0.15,, , , , , , , , , , , , , , 
1-01518-0069,"1111 PARK AVENUE
New York, NY
(40.782457915736, -73.955366833194)",1,10128,40.782473,-73.955513,8,4,14802,1048136,1015180069,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),D4-ELEVATOR,92,1925,207542,6765869,32.6,2343149,11.29,4422720,32907000,158.56,1-01518-0009,"115 89 STREET
New York, NY
(40.622523196482, -74.036716247475)",UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,1722738,32.6,596541,11.29,1126197,8379000,158.55,0,1-01516-0013,"1290 LEXINGTON AVENUE
New York, NY
(40.780344508967, -73.95493515862)",UPPER EAST SIDE (79-96),D6-ELEVATOR,123,1962,151184,4750837,31.42,1462338,9.67,3288499,24543000,162.34,0.1,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,"81,837","2,882,370",35.22,"742,881",9.08,"2,139,489","14,300,000",174.74,0.09
1-00498-0017,"543 BROADWAY
New York, NY
(40.723462390614, -73.998408385516)",1,10012,40.723522,-73.998402,2,1,49,1007579,1004987502,SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D0-ELEVATOR,19,1903,60000,2325000,38.75,868800,14.48,1456200,11016000,183.6,1-00481-0028,"195 MULBERRY STREET
New York, NY
(40.721366970285, -73.996483836373)",LITTLE ITALY,C7-WALK-UP,45,1900,27289,1060888,38.88,405246,14.85,655642,4959000,181.72,0.17,1-00509-0027,"285 MOTT STREET
New York, NY
(40.724244800779, -73.994379422825)",LITTLE ITALY,C7-WALK-UP,58,1900,28542,1102096,38.61,402723,14.11,699373,5291000,185.38,0.19,, , , , , , , , , , , , , , 
1-00551-0001,"2 5 AVENUE
New York, NY
(40.731835078706, -73.996609741458)",1,10011,40.731921,-73.996608,2,1,63,1008850,1005510001,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,350,1952,469263,16335045,34.81,5208819,11.1,11126226,82349000,175.49,1-00572-0038,"20 5 AVENUE
New York, NY
(40.73289057348, -73.995918519)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,113,1940,132420,5109988,38.59,926559,7,4183429,31652000,239.03,0.07,1-00572-0043,"12 5 AVENUE
New York, NY
(40.732446617686, -73.996196053324)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,680400,34.81,217013,11.1,463387,3430000,175.49,0.07,1-00573-0019,42 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,47,1917,"39,782","1,159,167",29.14,"449,636",11.3,"709,531","5,324,000",133.83,0.11
1-00874-0054,"132 19 STREET
New York, NY
(40.60445274337, -74.004806739481)",1,,,,,,,,,,GRAMERCY,D4-ELEVATOR,19,1910,17934,577654,32.21,162661,9.07,414993,3090000,172.3,1-00874-0060,"78 IRVING PLACE
New York, NY
(40.736943227833, -73.986627266932)",GRAMERCY,D1-ELEVATOR,15,1920,16069,504640,31.4,144334,8.98,360306,2689000,167.34,0,1-00901-0056,"202 21 STREET
New York, NY
(40.662096285028, -73.994748686941)",GRAMERCY,D9-ELEVATOR,27,1925,14721,486087,33.02,179891,12.22,306196,2276000,154.61,0.15,, , , , , , , , , , , , , , 
1-01471-0045,"1478 1 AVENUE
New York, NY
(40.770856661558, -73.953757046761)",1,10075,40.770926,-73.953709,8,5,132,1045974,1014710045,Lenox Hill-Roosevelt Island                                                ,UPPER EAST SIDE (59-79),D4-ELEVATOR,160,1964,168680,5112691,30.31,1909458,11.32,3203233,23980000,142.16,1-01447-0023,"1347 1 AVENUE
New York, NY
(40.768014803945, -73.95585246709)",UPPER EAST SIDE (59-79),D6-ELEVATOR,145,1962,165527,4861515,29.37,1778511,10.74,3083004,23123000,139.69,0.25,1-01559-0033,"420 80 STREET
New York, NY
(40.626892037352, -74.026013480751)",UPPER EAST SIDE (79-96),D6-ELEVATOR,157,1961,137238,4261263,31.05,1579404,11.51,2681859,20032000,145.97,0.16,1-01473-0038,420 EAST 79 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,112,1959,"113,820","3,455,427",30.36,"1,286,283",11.3,"2,169,144","16,224,000",142.54,0.1
1-00786-0020,"241 36 STREET
New York, NY
(40.655926943343, -74.007019991283)",1,,,,,,,,,,FASHION,D0-ELEVATOR,30,1925,74100,2366013,31.93,610584,8.24,1755429,13088000,176.63,1-00786-0042,"488 7 AVENUE
New York, NY
(40.752564451482, -73.989496104206)",FASHION,D9-ELEVATOR,108,1902,88872,3068183,34.52,792441,8.92,2275742,16854000,189.64,0,1-00754-0001,"363 30 STREET
New York, NY
(40.750506634715, -73.997186196907)",FASHION,D8-ELEVATOR,80,2000,82853,2430646,29.34,626395,7.56,1804251,13533000,163.34,0.35,, , , , , , , , , , , , , , 
1-02177-0234,"330 HAVEN AVENUE
New York, NY
(40.851157125554, -73.941400362079)",1,10033,40.850852,-73.941616,12,10,265,1079979,1021770234,Washington Heights South                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,192,1951,210468,2580338,12.26,1119690,5.32,1460648,9266000,44.03,1-02139-0551,"217 HAVEN AVENUE
New York, NY
(40.847865606927, -73.942101833262)",WASHINGTON HEIGHTS LOWER,D1-ELEVATOR,49,1920,64518,756467,11.72,470606,7.29,285861,1828000,28.33,0.14,1-02176-0070,"700 178 STREET
New York, NY
(40.848369265572, -73.937731343249)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,54,1920,84318,1078778,12.79,282347,3.35,796431,5319000,63.08,0.24,, , , , , , , , , , , , , , 
1-01452-0006,"315 77 STREET
New York, NY
(40.629935047502, -74.027918474862)",1,,,,,,,,,,UPPER EAST SIDE (59-79),D4-ELEVATOR,64,1928,43878,1700711,38.76,578312,13.18,1122399,8491000,193.51,1-01452-0005,"307 77 STREET
New York, NY
(40.629983892611, -74.028126115304)",UPPER EAST SIDE (59-79),C7-WALK-UP,35,1925,22140,804803,36.35,148100,6.69,656703,4841000,218.65,0,1-01452-0038,"334 78 STREET
New York, NY
(40.62891559121, -74.027215956835)",UPPER EAST SIDE (59-79),C7-WALK-UP,30,1910,16440,616242,37.48,157991,9.61,458251,3369000,204.93,0,1-01452-0048,306 EAST 78 STREET,UPPER EAST SIDE (59-79),C4-WALK-UP,15,1910,"7,952","322,614",40.57,"53,600",6.74,"269,014","2,032,000",255.53,0
1-00875-0047,"230 3 AVENUE
New York, NY
(40.736727390546, -73.984675738129)",1,10003,40.736605,-73.98478,6,2,50,1017928,1008750047,Gramercy                                                                   ,GRAMERCY,D4-ELEVATOR,193,1956,170000,6174400,36.32,1994100,11.73,4180300,30819000,181.29,1-00900-0001,"233 3 AVENUE
New York, NY
(40.807863542096, -73.931805102952)",GRAMERCY,D6-ELEVATOR,194,1959,157964,4837786,30.63,1751585,11.09,3086201,23071000,146.05,0.12,1-00896-0048,"135 3 AVENUE
New York, NY
(40.733804593951, -73.986816124558)",GRAMERCY,D6-ELEVATOR,221,1962,158505,5752146,36.29,1955952,12.34,3796194,27989000,176.58,0.26,1-00928-0040,320 EAST 23 STREET,KIPS BAY,D6-ELEVATOR,213,1965,"153,800","6,737,659",43.81,"2,035,577",13.24,"4,702,082","35,415,000",230.27,0.3
1-02108-0039,"515 EDGECOMBE AVENUE
New York, NY
(40.832496193446, -73.939772589206)",1,10032,40.832483,-73.939797,12,7,239,1062507,1021080039,Washington Heights South                                                   ,WASHINGTON HEIGHTS LOWER,C6-WALK-UP,23,1923,21705,317110,14.61,140648,6.48,176462,1219000,56.16,1-02108-0065,"945 ST NICHOLAS AVENUE
New York, NY
(40.832819949377, -73.940752850218)",WASHINGTON HEIGHTS LOWER,C7-WALK-UP,32,1915,20610,301088,14.61,133607,6.48,167481,1074000,52.11,0.06,1-02109-0024,"992 ST NICHOLAS AVENUE
New York, NY
(40.834321817166, -73.940123324797)",WASHINGTON HEIGHTS LOWER,C1-WALK-UP,28,1923,20425,337625,16.53,172183,8.43,165442,1198000,58.65,0.1,1-02109-0005,2011 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,C7-WALK-UP,44,1930,"24,368","349,437",14.34,"188,608",7.74,"160,829","1,099,000",45.1,0.12
1-01576-0027,"10 END AVENUE
New York, NY
(40.563613330422, -74.178818162716)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,198,1957,230473,7799206,33.84,2661963,11.55,5137243,38127000,165.43,1-01559-0019,"1493 YORK AVENUE
New York, NY
(40.771720010706, -73.950195731525)",UPPER EAST SIDE (79-96),D6-ELEVATOR,250,1956,277073,11271330,40.68,3258378,11.76,8012952,55418000,200.01,0.14,1-01547-0023,"351 84 STREET
New York, NY
(40.624709467036, -74.029033943208)",UPPER EAST SIDE (79-96),D6-ELEVATOR,187,1970,261150,8168036,31.28,2589964,9.92,5578072,41643000,159.46,0.37,, , , , , , , , , , , , , , 
1-02083-0019,"523 151 STREET
New York, NY
(40.829326227955, -73.945488296922)",1,,,,,,,,,,HARLEM-UPPER,C6-WALK-UP,24,1900,17350,171939,9.91,92823,5.35,79116,468000,26.97,1-02083-0040,"510 152 STREET
New York, NY
(40.829757837531, -73.944707972573)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0,1-02082-0047,"520 151 STREET
New York, NY
(40.829256202637, -73.94547081975)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.05,, , , , , , , , , , , , , , 
1-01892-0001,"340 RIVERSIDE DRIVE
New York, NY
(40.802476824108, -73.969908870408)",1,10025,40.8023,-73.969728,7,6,195,1057257,1018920001,Morningside Heights                                                        ,UPPER WEST SIDE (96-116),D4-ELEVATOR,62,1926,124351,2334068,18.77,659060,5.3,1675008,12037000,96.8,1-01878-0025,"203 106 STREET
New York, NY
(40.800576002759, -73.965946295887)",UPPER WEST SIDE (96-116),D3-ELEVATOR,76,1926,108052,1966546,18.2,943294,8.73,1023252,7365000,68.16,0.15,1-01878-0021,"209 106 STREET
New York, NY
(40.80079502855, -73.966471957783)",UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,106149,2051860,19.33,963833,9.08,1088027,7802000,73.5,0.15,, , , , , , , , , , , , , , 
1-01877-0025,"213 105 STREET
New York, NY
(40.799994718591, -73.96667412124)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,32,1925,33750,870413,25.79,283500,8.4,586913,4252000,125.99,1-01877-0022,"225 105 STREET
New York, NY
(40.800174550299, -73.967102950697)",UPPER WEST SIDE (96-116),C4-WALK-UP,53,1925,27465,641813,23.37,194384,7.08,447429,3264000,118.84,0,1-01877-0037,"202 106 STREET
New York, NY
(40.800482659193, -73.96587246094)",UPPER WEST SIDE (96-116),D9-ELEVATOR,39,1925,18930,533987,28.21,183826,9.71,350161,2520000,133.12,0,, , , , , , , , , , , , , , 
1-02170-0131,"1705 FT GEORGE HILL
New York, NY
(40.756053999992, -73.986951000288)",1,10026,40.858885,-73.926798,12,10,283,1064067,1021700131,Washington Heights North                                                   ,WASHINGTON HEIGHTS UPPER,D4-ELEVATOR,204,1961,222714,2648069,11.89,1594632,7.16,1053437,6722000,30.18,1-01740-0007,"646 LENOX AVENUE
New York, NY
(40.818952403685, -73.937236501083)",HARLEM-CENTRAL,D1-ELEVATOR,134,1970,129386,1538832,11.89,926587,7.16,612245,3907000,30.2,2.88,1-01955-0026,"2411 FRED
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D3-ELEVATOR,205,1980,202280,3011949,14.89,1595989,7.89,1415960,9225000,45.61,3.39,1-02026-0029,2400 ADAM C POWELL BOULEV,HARLEM-CENTRAL,D7-ELEVATOR,57,1905,"58,569","672,372",11.48,"383,041",6.54,"289,331","1,397,000",23.85,2.88
1-01880-0007,"241 108 STREET
New York, NY
(40.802236183387, -73.965864702583)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,40,1911,48150,897998,18.65,276863,5.75,621135,4465000,92.73,1-01880-0029,"976 AMSTERDAM AVENUE
New York, NY
(40.80192823767, -73.964620856875)",UPPER WEST SIDE (96-116),D7-ELEVATOR,50,1915,51080,1053270,20.62,484238,9.48,569032,4181000,81.85,0,1-01882-0047,"526 111 STREET
New York, NY
(40.803926357455, -73.964167468672)",UPPER WEST SIDE (96-116),D1-ELEVATOR,44,1925,43145,804611,18.65,247886,5.75,556725,4002000,92.76,0.1,1-01883-0014,529 WEST 111 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,37,1920,"43,540","763,692",17.54,"381,846",8.77,"381,846","2,755,000",63.28,0.15
1-01389-0056,"950 MADISON AVENUE
New York, NY
(40.773518654765, -73.96416220264)",1,10021,40.773581,-73.964138,8,4,130,1041667,1013890056,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,63,1929,141160,5489712,38.89,1233738,8.74,4255974,32193000,228.06,1-01390-0067,"945 5 AVENUE
New York, NY
(40.774840658148, -73.965295348397)",UPPER EAST SIDE (59-79),D6-ELEVATOR,110,1949,188810,8358330,44.27,2481212,13.14,5877118,44249000,234.36,0.05,1-01391-0002,"952 5 AVENUE
New York, NY
(40.775329430265, -73.964904228432)",UPPER EAST SIDE (59-79),D9-ELEVATOR,38,1923,41287,1605662,38.89,361009,8.74,1244653,9415000,228.04,0.1,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9-ELEVATOR,72,1962,"155,544","5,895,071",37.9,"2,014,709",12.95,"3,880,362","29,372,000",188.83,0.32
1-01870-0028,"203 98 STREET
New York, NY
(40.795451429467, -73.969555984324)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,31,1920,20272,523828,25.84,166636,8.22,357192,2587000,127.61,1-01870-0037,"206 99 STREET
New York, NY
(40.614481505238, -74.03514568894)",UPPER WEST SIDE (96-116),D1-ELEVATOR,25,1925,23964,600387,25.05,156619,6.54,443768,3223000,134.49,0,1-01241-0038,"204 94 STREET
New York, NY
(40.618529330097, -74.0358424351)",UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1910,17760,472756,26.62,175787,9.9,296969,2147000,120.89,0.26,, , , , , , , , , , , , , , 
1-01368-0024,"14 SUTTON PLACE
New York, NY
(40.757850596833, -73.96036449968)",1,10022,40.757726,-73.960421,6,5,10601,1040544,1013690026,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,93,1929,161462,5250744,32.52,2116767,13.11,3133977,23322000,144.44,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.758796753145, -73.962570402649)",MIDTOWN EAST,D6-ELEVATOR,130,1929,140000,4480995,32.01,1999765,14.28,2481230,18496000,132.11,0.06,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025824, -73.964009317895)",MIDTOWN EAST,D6-ELEVATOR,132,1956,111792,3767318,33.7,1589771,14.22,2177547,16165000,144.6,0.1,, , , , , , , , , , , , , , 
1-01333-0023,"1 TUDOR CITY PLACE
New York, NY
(40.748103814217, -73.971176914469)",1,10017,40.747977,-73.971247,6,4,88,1038647,1013330023,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,776,1930,418312,14109664,33.73,5220534,12.48,8889130,65987000,157.75,1-01314-0021,"747 2 AVENUE
New York, NY
(40.74881427862, -73.972957572087)",MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,12289373,31.69,3996990,10.31,8292383,61856000,159.52,0.19,1-00939-0001,"604 2 AVENUE
New York, NY
(40.744497532879, -73.976105199189)",KIPS BAY,D6-ELEVATOR,370,1974,366200,16189751,44.21,5074358,13.86,11115393,83694000,228.55,0.35,1-00913-0001,471 3 AVENUE,MURRAY HILL,D6-ELEVATOR,311,1972,"351,560","12,598,191",35.84,"3,249,539",9.24,"9,348,652","69,050,000",196.41,0.44
1-01842-0040,"10 107 STREET
New York, NY
(40.798871814971, -73.95995863044)",1,,,,,,,,,,MANHATTAN VALLEY,C6-WALK-UP,30,1900,19200,243840,12.7,146304,7.62,97536,652000,33.96,1-01845-0005,"63 109 STREET
New York, NY
(40.800760437115, -73.960412937654)",MANHATTAN VALLEY,C4-WALK-UP,13,1900,16900,295581,17.49,147875,8.75,147706,1066000,63.08,0.17,1-01843-0016,"161 MANHATTAN AVENUE
New York, NY
(40.799643959716, -73.960744778929)",MANHATTAN VALLEY,C1-WALK-UP,24,1929,16308,186937,11.46,111546,6.84,75391,484000,29.68,0.1,1-01822-0014,125 WEST 112 STREET,HARLEM-CENTRAL,C1-WALK-UP,16,1900,"10,740","136,438",12.7,"81,845",7.62,"54,593","365,000",33.99,0.39
1-00625-0021,"799 GREENWICH STREET
New York, NY
(40.7377706041, -74.006475304119)",1,10014,40.73772,-74.006474,2,3,79,1078200,1006250021,West Village                                                               ,GREENWICH VILLAGE-WEST,C6-WALK-UP,12,1900,16026,621168,38.76,220037,13.73,401131,3035000,189.38,1-00641-0044,"82 JANE STREET
New York, NY
(40.738139326132, -74.007275700725)",GREENWICH VILLAGE-WEST,C4-WALK-UP,29,1900,14680,569048,38.76,201599,13.73,367449,2780000,189.37,0.06,1-00626-0032,"40 HORATIO STREET
New York, NY
(40.738750865112, -74.004847531246)",GREENWICH VILLAGE-WEST,C4-WALK-UP,40,1910,15785,485331,30.75,180263,11.42,305068,2280000,144.44,0.08,1-00635-0039,117 BANK STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1901,"9,620","381,221",39.63,"123,016",12.79,"258,205","1,952,000",202.91,0.11
1-01586-0043,"504 90 STREET
New York, NY
(40.619071049208, -74.028088189005)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,68,1942,71000,1981610,27.91,623380,8.78,1358230,9781000,137.76,1-01585-0001,"1680 YORK AVENUE
New York, NY
(40.777457685253, -73.946013884089)",UPPER EAST SIDE (79-96),D7-ELEVATOR,67,1949,67425,1740401,25.81,621027,9.21,1119374,8109000,120.27,0.05,1-01581-0045,"510 85 STREET
New York, NY
(40.621975948996, -74.025431241042)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1956,77768,2333760,30.01,648284,8.34,1685476,12625000,162.34,0.26,, , , , , , , , , , , , , , 
1-01119-0050,"50 67 STREET
New York, NY
(40.639488365516, -74.029976985514)",1,,,,,,,,,,UPPER WEST SIDE (59-79),D4-ELEVATOR,62,1917,84062,2985882,35.52,956626,11.38,2029256,14998000,178.42,1-01117-0014,"35 64 STREET
New York, NY
(40.641074550287, -74.024861745762)",UPPER WEST SIDE (59-79),D7-ELEVATOR,69,1904,37778,1330382,35.22,584459,15.47,745923,5516000,146.01,0.09,1-01117-0055,"56 65 STREET
New York, NY
(40.640465655095, -74.025510173689)",UPPER WEST SIDE (59-79),D1-ELEVATOR,53,1937,33312,1193025,35.81,242492,7.28,950533,7021000,210.76,0.09,, , , , , , , , , , , , , , 
1-01535-0003,"1589 3 AVENUE
New York, NY
(40.781117925912, -73.952291151854)",1,10128,40.780973,-73.952409,8,5,154,1048876,1015350003,Yorkville                                                                  ,UPPER EAST SIDE (79-96),D4-ELEVATOR,217,1980,192445,6877984,35.74,2141913,11.13,4736071,34989000,181.81,1-01518-0033,"1588 3 AVENUE
New York, NY
(40.780884102184, -73.952453029819)",UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2882370,35.22,742881,9.08,2139489,14300000,174.74,0.12,1-01554-0011,"317 91 STREET
New York, NY
(40.620168160492, -74.031844521901)",UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1987,20134,729765,36.25,265287,13.18,464478,3425000,170.11,0.17,, , , , , , , , , , , , , , 
1-00561-0001,"41 UNIVERSITY PLACE
New York, NY
(40.732284739721, -73.994163585538)",1,10003,40.732286,-73.994184,2,2,59,1009093,1005610001,West Village                                                               ,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,26,1923,38915,1501730,38.59,370860,9.53,1130870,8556000,219.86,1-00570-0008,"6 13 STREET
New York, NY
(40.6094698108, -74.006654716597)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1949681,39.46,500971,10.14,1448710,10954000,221.7,0.18,1-00563-0043,"63 11 STREET
New York, NY
(40.67099328348, -73.99346855175)",GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,880526,37.71,208260,8.92,672266,5089000,217.92,0.09,, , , , , , , , , , , , , , 
1-02142-0130,"4101 BROADWAY
New York, NY
(40.844987776433, -73.938792328194)",1,10033,40.844796,-73.938839,12,10,263,1063500,1021420130,Washington Heights South                                                   ,WASHINGTON HEIGHTS LOWER,D4-ELEVATOR,78,1926,78425,1091676,13.92,582698,7.43,508978,2904000,37.03,1-02142-0217,"4151 BROADWAY
New York, NY
(40.84673246117, -73.938288707857)",WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,68,1920,70436,917222,13.02,500175,7.1,417047,2167000,30.77,0.1,1-02176-0074,"701 177 STREET
New York, NY
(40.847595003346, -73.938080764897)",WASHINGTON HEIGHTS UPPER,D7-ELEVATOR,45,1920,75381,1116428,14.81,584101,7.75,532327,3531000,46.84,0.2,, , , , , , , , , , , , , , 
1-02083-0047,"524 152 STREET
New York, NY
(40.829935352613, -73.945131300351)",1,,,,,,,,,,HARLEM-UPPER,C6-WALK-UP,24,1900,15084,155064,10.28,79644,5.28,75420,422000,27.98,1-02083-0040,"510 152 STREET
New York, NY
(40.829757837531, -73.944707972573)",HARLEM-UPPER,C1-WALK-UP,20,1900,13680,140592,10.28,72217,5.28,68375,404000,29.53,0,1-02082-0047,"520 151 STREET
New York, NY
(40.829256202637, -73.94547081975)",HARLEM-UPPER,C1-WALK-UP,19,1905,13535,129124,9.54,79992,5.91,49132,282000,20.83,0.05,1-02117-0023,524 WEST 159 STREET,WASHINGTON HEIGHTS LOWER,C1-WALK-UP,25,1907,"17,905","203,580",11.37,"118,173",6.6,"85,407","542,000",30.27,0.35
1-01529-0045,"200 84 STREET
New York, NY
(40.786374146508, -73.976033461928)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,129,1961,130234,4267768,32.77,1075733,8.26,3192035,23741000,182.29,1-01530-0019,"245 84 STREET
New York, NY
(40.786972274391, -73.977307938787)",UPPER EAST SIDE (79-96),D7-ELEVATOR,83,1986,69001,2258997,32.74,449988,6.52,1809009,11880000,172.17,0.05,1-01512-0040,"1482 3 AVENUE
New York, NY
(40.777331780169, -73.955061063704)",UPPER EAST SIDE (79-96),D6-ELEVATOR,185,1963,224000,7345583,32.79,1788471,7.98,5557112,41329000,184.5,0.12,, , , , , , , , , , , , , , 
1-01493-0037,"950 PARK AVENUE
New York, NY
(40.777439698812, -73.959323850123)",1,10028,40.777663,-73.959499,8,4,142,1046671,1014930037,Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (79-96),D4-ELEVATOR,27,1921,98800,2920528,29.56,1225120,12.4,1695408,12711000,128.65,1-01492-0036,"920 PARK AVENUE
New York, NY
(40.776583711197, -73.959991538052)",UPPER EAST SIDE (79-96),D9-ELEVATOR,72,1962,155544,5895071,37.9,2014709,12.95,3880362,29372000,188.83,0.05,1-01509-0066,"104 81 STREET
New York, NY
(40.628493014629, -74.035530781119)",UPPER EAST SIDE (79-96),D1-ELEVATOR,48,1900,40632,1057800,26.03,182217,4.48,875583,6340000,156.03,0.11,1-01508-0001,903 PARK AVENUE,UPPER EAST SIDE (79-96),D3-ELEVATOR,70,1913,"113,281","3,348,491",29.56,"1,404,934",12.4,"1,943,557","14,572,000",128.64,0.14
