MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Neighborhood,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Building Classification,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Total Units,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Year Built,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Full Market Value,MANHATTAN COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
1-02077-0050,"540 146 STREET
New York, NY
(40.826373434974, -73.948302535138)",1,,,,,,,,,,HARLEM-UPPER,D4-ELEVATOR,35,"1,920","31,430","468,621",14.91,"210,581",6.7,"258,040","1,200,000",38.18,1-02082-0036,"502 151 STREET
New York, NY
(40.829057456141, -73.944997244116)",HARLEM-UPPER,D1-ELEVATOR,36,"1,920","29,736","610,183",20.52,"274,463",9.23,"335,720","2,190,000",73.65,0.25,1-02045-0036,"2753 FRED
New York, NY
(40.756053999992, -73.986951000288)",HARLEM-CENTRAL,D1-ELEVATOR,24,"1,910","21,147","196,462",9.29,"120,964",5.72,"75,498","449,000",21.23,0.39,, , , , , , , , , , , , , , 
1-01608-0001,"1215 5 AVENUE
New York, NY
(40.791891803823, -73.952848731512)",1,10029,40.79181,-73.9529,11,8,168,"1,051,491","1,016,080,001",East Harlem South                                                          ,UPPER EAST SIDE (96-110),D4-ELEVATOR,62,"1,926","124,081","2,903,495",23.4,"1,354,965",10.92,"1,548,530","11,297,000",91.05,1-01631-0065,"118 104 STREET
New York, NY
(40.798114116414, -73.964398655516)",HARLEM-EAST,D1-ELEVATOR,23,"1,915","17,000","389,948",22.94,"179,951",10.59,"209,997","1,533,000",90.18,0.2,1-01631-0066,"114 104 STREET
New York, NY
(40.798066615071, -73.964288355789)",HARLEM-EAST,D1-ELEVATOR,24,"1,915","17,000","405,521",23.85,"187,137",11.01,"218,384","1,590,000",93.53,0.2,, , , , , , , , , , , , , , 
1-01549-0018,"345 86 STREET
New York, NY
(40.623254050183, -74.030031583812)",1,,,,,,,,,,UPPER EAST SIDE (79-96),D4-ELEVATOR,122,"1,971","154,185","4,788,986",31.06,"1,557,269",10.1,"3,231,717","24,137,000",156.55,1-01553-0027,"1749 1 AVENUE
New York, NY
(40.77981390897, -73.947209982388)",UPPER EAST SIDE (79-96),D6-ELEVATOR,165,"2,002","164,384","6,065,770",36.9,"2,063,019",12.55,"4,002,751","29,469,000",179.27,0.2,1-01581-0030,"110 END AVENUE
New York, NY
(40.563432716158, -74.178758837325)",UPPER EAST SIDE (79-96),D9-ELEVATOR,146,"1,951","150,754","4,683,033",31.06,"1,522,482",10.1,"3,160,551","23,606,000",156.59,0.29,1-01516-0052,16 EAST 88 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,154,1963,"128,132","3,966,689",30.96,"1,352,843",10.56,"2,613,846","19,527,000",152.4,0.26
1-01372-0002,"1 SUTTON PLACE
New York, NY
(40.757519715863, -73.960564914523)",1,10022,40.75738,-73.960309,6,5,"10,601","1,040,724","1,013,720,026",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,43,"1,926","231,680","7,650,074",33.02,"2,766,259",11.94,"4,883,815","36,305,000",156.7,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.758796753145, -73.962570402649)",MIDTOWN EAST,D6-ELEVATOR,130,"1,929","140,000","4,480,995",32.01,"1,999,765",14.28,"2,481,230","18,496,000",132.11,0.11,1-01366-0047,"994 1 AVENUE
New York, NY
(40.75680025824, -73.964009317895)",MIDTOWN EAST,D6-ELEVATOR,132,"1,956","111,792","3,767,318",33.7,"1,589,771",14.22,"2,177,547","16,165,000",144.6,0.14,1-01349-0049,1076 2 AVENUE,MIDTOWN EAST,D6-ELEVATOR,167,1948,"180,000","5,943,853",33.02,"2,148,608",11.94,"3,795,245","28,213,000",156.74,0.24
1-00618-0060,"241 13 STREET
New York, NY
(40.604698605924, -74.011540595042)",1,,,,,,,,,,GREENWICH VILLAGE-WEST,C6-WALK-UP,31,"1,904","18,468","676,852",36.65,"235,282",12.74,"441,570","3,253,000",176.14,1-00618-0046,"213 13 STREET
New York, NY
(40.605290763605, -74.01090930841)",GREENWICH VILLAGE-WEST,C1-WALK-UP,24,"1,910","13,000","492,179",37.86,"163,684",12.59,"328,495","2,487,000",191.31,0,1-00764-0057,"236 15 STREET
New York, NY
(40.665190934146, -73.988598408366)",CHELSEA,C4-WALK-UP,36,"1,901","17,154","608,000",35.44,"220,922",12.88,"387,078","2,861,000",166.78,0.05,, , , , , , , , , , , , , , 
1-01362-0038,"30 BEEKMAN PLACE
New York, NY
(40.7537245769, -73.964503945011)",1,10022,40.753681,-73.964549,6,4,"8,603","1,040,113","1,013,620,038",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,38,"1,931","67,167","2,068,072",30.79,"743,539",11.07,"1,324,533","9,899,000",147.38,1-01343-0024,"891 1 AVENUE
New York, NY
(40.754129271813, -73.965960846699)",MIDTOWN EAST,D7-ELEVATOR,51,"1,940","50,000","1,539,326",30.79,"553,680",11.07,"985,646","7,366,000",147.32,0.12,1-01344-0033,"340 52 STREET
New York, NY
(40.64598933198, -74.014869844404)",MIDTOWN EAST,D7-ELEVATOR,67,"1,941","51,338","1,805,341",35.17,"670,122",13.05,"1,135,219","8,397,000",163.56,0.13,1-01343-0036,340 EAST 51 STREET,MIDTOWN EAST,D9-ELEVATOR,116,1965,"88,658","3,436,384",38.76,"1,168,512",13.18,"2,267,872","17,156,000",193.51,0.12
1-00389-0020,"204 7 STREET
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,ALPHABET CITY,C6-WALK-UP,24,"1,900","10,800","288,036",26.67,"112,536",10.42,"175,500","1,269,000",117.5,1-00391-0012,"610 9 STREET
New York, NY
(40.726128769016, -73.980037230538)",ALPHABET CITY,C1-WALK-UP,24,"1,910","11,568","329,949",28.52,"119,964",10.37,"209,985","1,578,000",136.41,0.09,1-00386-0053,"233 3 STREET
New York, NY
(40.756053999992, -73.986951000288)",ALPHABET CITY,C1-WALK-UP,29,"1,910","17,754","440,392",24.81,"131,247",7.39,"309,145","2,246,000",126.51,0.14,, , , , , , , , , , , , , , 
1-00289-9001,"1 BOWERY
New York, NY
(40.714058625643, -73.997385065935)",1,10002,40.714146,-73.997432,3,1,16,"1,086,088","1,002,890,001",Chinatown                                                                  ,CHINATOWN,D4-ELEVATOR,790,"1,977","1,217,600","38,390,928",31.53,"15,134,768",12.43,"23,256,160","173,528,000",142.52,1-00304-0035,"75 CHRYSTIE STREET
New York, NY
(40.717113177087, -73.994370429605)",CHINATOWN,C7-WALK-UP,45,"1,910","26,964","745,551",27.65,"277,544",10.29,"468,007","3,373,000",125.09,0.19,1-00236-0027,"133 MULBERRY STREET
New York, NY
(40.718561085554, -73.997679934672)",CHINATOWN,C7-WALK-UP,17,"1,920","41,900","1,465,401",34.97,"248,405",5.93,"1,216,996","9,005,000",214.92,0.29,1-00424-0028,139 CHRYSTIE STREET,LOWER EAST SIDE,D7-ELEVATOR,11,1900,"10,960","345,608",31.53,"136,244",12.43,"209,364","1,562,000",142.52,0.33
1-00515-0001,"451 BROADWAY
New York, NY
(40.720512614358, -74.000926487198)",1,10013,40.720484,-74.000974,2,1,47,"1,003,020","1,002,310,035",SoHo-TriBeCa-Civic Center-Little Italy                                     ,SOHO,D4-ELEVATOR,13,"1,880","26,200","976,474",37.27,"242,874",9.27,"733,600","5,396,000",205.95,1-00449-0017,"56 ST MARK'S PLACE
New York, NY
(40.728147858386, -73.986618273712)",EAST VILLAGE,D1-ELEVATOR,24,"2,005","16,454","645,820",39.25,"219,661",13.35,"426,159","3,223,000",195.88,0.7,1-00350-0026,"19 CLINTON STREET
New York, NY
(40.720719458424, -73.984217083894)",LOWER EAST SIDE,D1-ELEVATOR,25,"2,005","36,000","1,329,829",36.94,"294,256",8.17,"1,035,573","7,623,000",211.75,0.87,, , , , , , , , , , , , , , 
1-01392-0069,"969 5 AVENUE
New York, NY
(40.776234607293, -73.964279114504)",1,10075,40.776111,-73.963992,8,4,142,"1,041,848","1,013,920,069",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,12,"1,926","35,815","1,680,798",46.93,"462,014",12.9,"1,218,784","9,159,000",255.73,1-01391-0002,"952 5 AVENUE
New York, NY
(40.775329430265, -73.964904228432)",UPPER EAST SIDE (59-79),D9-ELEVATOR,38,"1,923","41,287","1,605,662",38.89,"361,009",8.74,"1,244,653","9,415,000",228.04,0.05,1-01392-0047,"50 78 STREET
New York, NY
(40.631012455929, -74.036005869297)",UPPER EAST SIDE (59-79),D6-ELEVATOR,48,"1,936","52,356","2,654,820",50.71,"619,711",11.84,"2,035,109","15,241,000",291.1,0.09,1-01412-0012,117 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,40,1929,"29,500","1,384,419",46.93,"380,450",12.9,"1,003,969","7,545,000",255.76,0.19
1-01250-0100,"617 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",1,,,,,,,,,,UPPER WEST SIDE (79-96),D4-ELEVATOR,33,"1,924","51,925","1,276,836",24.59,"572,733",11.03,"704,103","5,119,000",98.58,1-01250-0030,"585 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (79-96),D6-ELEVATOR,133,"1,927","209,113","4,116,476",19.69,"1,365,893",6.53,"2,750,583","19,705,000",94.23,0.05,1-01236-0010,"2401 BROADWAY
New York, NY
(40.789823363156, -73.975439700888)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,"1,924","164,530","4,045,715",24.59,"1,637,270",9.95,"2,408,445","17,508,000",106.41,0.11,1-01248-0037,302 WEST 87 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,"47,067","1,022,992",21.73,"353,985",7.52,"669,007","4,903,000",104.17,0.15
1-01251-0037,"186 RIVERSIDE DRIVE
New York, NY
(40.792566295345, -73.977193378845)",1,10024,40.792503,-73.976814,7,6,179,"1,034,092","1,012,510,037",Upper West Side                                                            ,UPPER WEST SIDE (79-96),D4-ELEVATOR,95,"1,928","152,016","3,738,073",24.59,"1,676,736",11.03,"2,061,337","14,985,000",98.58,1-01236-0010,"2401 BROADWAY
New York, NY
(40.789823363156, -73.975439700888)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,"1,924","164,530","4,045,715",24.59,"1,637,270",9.95,"2,408,445","17,508,000",106.41,0.13,1-01241-0001,"680 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (79-96),D3-ELEVATOR,63,"1,917","154,800","3,057,151",19.75,"891,230",5.76,"2,165,921","15,503,000",100.15,0.17,1-01237-0033,618 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,116,1925,"161,422","4,264,242",26.42,"1,693,610",10.49,"2,570,632","18,597,000",115.21,0.18
1-01888-0036,"264 RIVERSIDE DRIVE
New York, NY
(40.797557532608, -73.973542131406)",1,10025,40.797602,-73.973522,7,6,187,"1,057,085","1,018,880,036",Upper West Side                                                            ,UPPER WEST SIDE (96-116),D4-ELEVATOR,64,"1,912","82,938","1,496,202",18.04,"675,945",8.15,"820,257","5,910,000",71.26,1-01887-0058,"777 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,62,"1,920","69,590","1,588,223",22.82,"536,451",7.71,"1,051,772","7,683,000",110.4,0.05,1-01872-0061,"832 END AVENUE
New York, NY
(40.756053999992, -73.986951000288)",UPPER WEST SIDE (96-116),D3-ELEVATOR,69,"1,913","108,377","1,955,096",18.04,"883,213",8.15,"1,071,883","7,723,000",71.26,0.13,1-01889-0040,290 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D3-ELEVATOR,63,1924,"106,763","1,676,627",15.7,"629,623",5.9,"1,047,004","7,163,000",67.09,0.14
1-01029-0027,"205 57 STREET
New York, NY
(40.645108699658, -74.020838282649)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,119,"1,900","167,076","5,393,213",32.28,"1,588,893",9.51,"3,804,320","28,323,000",169.52,1-01029-0036,"910 7 AVENUE
New York, NY
(40.7660003226, -73.979702487307)",MIDTOWN WEST,D6-ELEVATOR,66,"1,913","94,166","3,039,352",32.28,"895,319",9.51,"2,144,033","15,962,000",169.51,0,1-01030-0019,"217 58 STREET
New York, NY
(40.644400103239, -74.021170220832)",MIDTOWN WEST,D7-ELEVATOR,132,"1,954","165,078","6,933,276",42,"1,979,107",11.99,"4,954,169","34,000,000",205.96,0.05,1-01011-0013,145 WEST 58 STREET,MIDTOWN WEST,D7-ELEVATOR,114,1928,"122,813","3,556,581",28.96,"1,191,724",9.7,"2,364,857","17,752,000",144.54,0.15
1-01397-0001,"563 PARK AVENUE
New York, NY
(40.764885163283, -73.968209151772)",1,10065,40.764771,-73.968135,8,4,"11,402","1,042,023","1,013,970,001",Upper East Side-Carnegie Hill                                              ,UPPER EAST SIDE (59-79),D4-ELEVATOR,21,"1,910","57,847","2,133,397",36.88,"550,703",9.52,"1,582,694","11,653,000",201.45,1-01398-0006,"103 63 STREET
New York, NY
(40.642311269898, -74.025427870612)",UPPER EAST SIDE (59-79),D7-ELEVATOR,37,"1,923","36,274","1,173,708",32.36,"221,664",6.11,"952,044","7,087,000",195.37,0.05,1-01379-0030,"47 64 STREET
New York, NY
(40.641033064985, -74.024793769845)",UPPER EAST SIDE (59-79),D9-ELEVATOR,40,"1,929","41,692","1,726,049",41.4,"587,023",14.08,"1,139,026","8,600,000",206.27,0.14,, , , , , , , , , , , , , , 
1-01046-0038,"306 56 STREET
New York, NY
(40.644115500159, -74.017772448743)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,116,"1,964","65,000","2,013,050",30.97,"729,300",11.22,"1,283,750","9,590,000",147.54,1-01045-0061,"840 9 AVENUE
New York, NY
(40.766588599627, -73.986645207292)",MIDTOWN WEST,D8-ELEVATOR,109,"1,942","100,000","3,350,696",33.51,"1,200,410",12,"2,150,286","15,969,000",159.69,0.05,1-01045-0050,"330 55 STREET
New York, NY
(40.644418670727, -74.01679635957)",MIDTOWN WEST,D1-ELEVATOR,62,"1,954","38,542","1,095,785",28.43,"402,321",10.44,"693,464","4,986,000",129.37,0.05,, , , , , , , , , , , , , , 
1-01867-0059,"401 115 STREET
New York, NY
(40.805461405773, -73.959835907392)",1,,,,,,,,,,UPPER WEST SIDE (96-116),D4-ELEVATOR,24,"1,921","35,040","961,498",27.44,"340,589",9.72,"620,909","4,477,000",127.77,1-01867-0049,"415 115 STREET
New York, NY
(40.805560031421, -73.960072608945)",UPPER WEST SIDE (96-116),D1-ELEVATOR,24,"1,920","28,188","721,274",25.59,"262,152",9.3,"459,122","3,328,000",118.06,0,1-01867-0046,"419 115 STREET
New York, NY
(40.80558821018, -73.960140237967)",UPPER WEST SIDE (96-116),D1-ELEVATOR,24,"1,925","28,188","825,470",29.28,"285,774",10.14,"539,696","4,049,000",143.64,0,, , , , , , , , , , , , , , 
1-00572-0017,"38 9 STREET
New York, NY
(40.572286969561, -74.115602774377)",1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,54,"1,900","73,098","2,441,473",33.4,"790,920",10.82,"1,650,553","12,261,000",167.73,1-00572-0049,"11 8 STREET
New York, NY
(40.573349048142, -74.115787223049)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,36,"1,920","30,858","1,349,183",43.72,"342,834",11.11,"1,006,349","7,580,000",245.64,0,1-00573-0019,"42 10 STREET
New York, NY
(40.571865574659, -74.114847110512)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,47,"1,917","39,782","1,159,167",29.14,"449,636",11.3,"709,531","5,324,000",133.83,0.05,1-00573-0011,60 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,27,1910,"20,797","694,585",33.4,"224,945",10.82,"469,640","3,489,000",167.76,0.05
1-01036-0014,"325 45 STREET
New York, NY
(40.650133041821, -74.01100990784)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,200,"1,924","127,000","3,474,720",27.36,"1,294,130",10.19,"2,180,590","15,726,000",123.83,1-01036-0028,"305 45 STREET
New York, NY
(40.650340069421, -74.01134977815)",MIDTOWN WEST,D3-ELEVATOR,85,"1,914","44,466","1,352,920",30.43,"528,156",11.88,"824,764","6,168,000",138.71,0,1-01054-0056,"444 45 STREET
New York, NY
(40.648609207133, -74.008627327677)",CLINTON,D3-ELEVATOR,60,"1,926","65,615","1,795,409",27.36,"668,330",10.19,"1,127,079","8,128,000",123.87,0.18,1-01053-0044,414 WEST 44 STREET,CLINTON,D1-ELEVATOR,52,1930,"33,250","827,093",24.87,"303,575",9.13,"523,518","3,804,000",114.41,0.2
1-01369-0019,"455 57 STREET
New York, NY
(40.641815701447, -74.015359942842)",1,,,,,,,,,,MIDTOWN EAST,D4-ELEVATOR,47,"1,928","91,617","2,941,822",32.11,"1,213,925",13.25,"1,727,897","12,878,000",140.56,1-01369-0037,"422 58 STREET
New York, NY
(40.641612682503, -74.016654034764)",MIDTOWN EAST,D9-ELEVATOR,24,"1,939","18,654","600,692",32.2,"227,930",12.22,"372,762","2,776,000",148.82,0,1-01369-0045,"1058 1 AVENUE
New York, NY
(40.758796753145, -73.962570402649)",MIDTOWN EAST,D6-ELEVATOR,130,"1,929","140,000","4,480,995",32.01,"1,999,765",14.28,"2,481,230","18,496,000",132.11,0,, , , , , , , , , , , , , , 
1-01202-0036,"285 CENTRAL PARK
New York, NY
(40.767782626162, -73.981150990063)",1,10000,40.782295,-73.965126,64,6,143,"1,000,000","1,011,110,001",park-cemetery-etc-Manhattan                                                ,UPPER WEST SIDE (79-96),D4-ELEVATOR,58,"1,966","177,679","5,520,487",31.07,"1,997,112",11.24,"3,523,375","26,315,000",148.1,1-01236-0037,"210 89 STREET
New York, NY
(40.621901340392, -74.034263070761)",UPPER WEST SIDE (79-96),D6-ELEVATOR,152,"1,963","133,284","3,820,158",28.66,"1,349,245",10.12,"2,470,913","18,560,000",139.25,0.29,1-01218-0001,"567 AMSTERDAM AVENUE
New York, NY
(40.788690217399, -73.97428856869)",UPPER WEST SIDE (79-96),D7-ELEVATOR,272,"1,975","288,418","9,652,067",33.47,"3,404,820",11.81,"6,247,247","46,400,000",160.88,0.17,, , , , , , , , , , , , , , 
1-01585-0017,"529 88 STREET
New York, NY
(40.619887005328, -74.02627501571)",1,,,,,,,,,,UPPER EAST SIDE (79-96),C6-WALK-UP,20,"1,920","8,805","351,672",39.94,"87,434",9.93,"264,238","1,997,000",226.8,1-01585-0016,"527 88 STREET
New York, NY
(40.619914790328, -74.026330046058)",UPPER EAST SIDE (79-96),C1-WALK-UP,20,"1,920","8,805","351,636",39.94,"87,454",9.93,"264,182","1,997,000",226.8,0,1-01585-0051,"1688 YORK AVENUE
New York, NY
(40.77769150898, -73.945843012904)",UPPER EAST SIDE (79-96),C7-WALK-UP,13,"1,920","8,000","383,477",47.93,"60,533",7.57,"322,944","1,635,000",204.38,0,1-01585-0147,502 EAST 89 STREET,UPPER EAST SIDE (79-96),C1-WALK-UP,23,1920,"10,080","348,206",34.54,"81,575",8.09,"266,631","1,815,000",180.06,0
1-01350-0031,"346 58 STREET
New York, NY
(40.642573164581, -74.018254052307)",1,,,,,,,,,,MIDTOWN EAST,C6-WALK-UP,20,"1,910","12,805","422,181",32.97,"116,782",9.12,"305,399","2,270,000",177.27,1-01350-0038,"326 58 STREET
New York, NY
(40.64277462715, -74.018600134541)",MIDTOWN EAST,C4-WALK-UP,30,"1,904","18,252","833,934",45.69,"275,240",15.08,"558,694","4,202,000",230.22,0,1-01347-0035,"340 55 STREET
New York, NY
(40.644315904935, -74.016623091666)",MIDTOWN EAST,C5-WALK-UP,20,"1,920","10,035","426,889",42.54,"145,206",14.47,"281,683","2,125,000",211.76,0.15,, , , , , , , , , , , , , , 
1-02062-0036,"400 148 STREET
New York, NY
(40.796113061267, -73.82049193612)",1,,,,,,,,,,HARLEM-UPPER,C6-WALK-UP,14,"1,926","11,215","151,963",13.55,"65,047",5.8,"86,916","535,000",47.7,1-02066-0034,"830 ST NICHOLAS AVENUE
New York, NY
(40.828422264653, -73.94236263665)",HARLEM-UPPER,C1-WALK-UP,21,"1,920","10,136","162,536",16.04,"62,608",6.18,"99,928","681,000",67.19,0.2,1-02051-0081,"169 EDGECOMBE AVENUE
New York, NY
(40.822243922312, -73.94452100952)",HARLEM-CENTRAL,C1-WALK-UP,20,"1,910","13,680","185,307",13.55,"116,637",8.53,"68,670","454,000",33.19,0.25,1-02051-0083,165 EDGECOMBE AVENUE,HARLEM-CENTRAL,C1-WALK-UP,20,1910,"13,680","185,307",13.55,"116,637",8.53,"68,670","454,000",33.19,0.25
1-01270-0008,"45 54 STREET
New York, NY
(40.647913695001, -74.020946626284)",1,,,,,,,,,,MIDTOWN WEST,D4-ELEVATOR,50,"1,948","61,584","1,880,775",30.54,"553,024",8.98,"1,327,751","9,928,000",161.21,1-01271-0012,"51 55 STREET
New York, NY
(40.647311236473, -74.021447435526)",MIDTOWN WEST,D6-ELEVATOR,37,"1,916","38,704","1,101,489",28.46,"287,656",7.43,"813,833","5,852,000",151.2,0.05,1-01271-0007,"57 55 STREET
New York, NY
(40.647270957414, -74.021384779213)",MIDTOWN WEST,D6-ELEVATOR,105,"1,962","112,000","4,018,994",35.88,"1,350,053",12.05,"2,668,941","19,697,000",175.87,0.05,1-01010-0046,134 WEST 58 STREET,MIDTOWN WEST,D7-ELEVATOR,121,1930,"61,791","1,887,336",30.54,"554,759",8.98,"1,332,577","9,964,000",161.25,0.24
1-00773-0022,"241 23 STREET
New York, NY
(40.600495964971, -74.003710397891)",1,,,,,,,,,,CHELSEA,D0-ELEVATOR,12,"1,898","26,270","810,955",30.87,"233,540",8.89,"577,415","4,315,000",164.26,1-00770-0031,"215 20 STREET
New York, NY
(40.602099654802, -74.005598715251)",CHELSEA,D9-ELEVATOR,13,"1,910","26,250","651,866",24.83,"186,404",7.1,"465,462","3,382,000",128.84,0.15,1-00798-0054,"118 23 STREET
New York, NY
(40.602777616053, -74.001405126871)",CHELSEA,D7-ELEVATOR,44,"1,987","48,539","1,791,251",36.9,"518,559",10.68,"1,272,692","9,370,000",193.04,0.18,, , , , , , , , , , , , , , 
1-00562-0040,"35 10 STREET
New York, NY
(40.571989509019, -74.114817692906)",1,,,,,,,,,,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,64,"1,900","38,981","1,538,190",39.46,"395,267",10.14,"1,142,923","8,641,000",221.67,1-00563-0026,"40 12 STREET
New York, NY
(40.671135885328, -73.995685509706)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,25,"1,900","24,198","940,947",38.89,"214,798",8.88,"726,149","5,493,000",227,0.05,1-00562-0044,"25 10 STREET
New York, NY
(40.572142324589, -74.114671380126)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,"1,929","45,496","1,893,259",41.61,"619,008",13.61,"1,274,251","9,620,000",211.45,0,1-00570-0008,6 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,"49,408","1,949,681",39.46,"500,971",10.14,"1,448,710","10,954,000",221.7,0.15
1-01341-0001,"902 2 AVENUE
New York, NY
(40.753841488763, -73.969270351767)",1,10017,40.753716,-73.969353,6,4,90,"1,038,916","1,013,410,001",Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,D4-ELEVATOR,201,"1,964","243,425","8,169,343",33.56,"2,461,027",10.11,"5,708,316","42,387,000",174.13,1-01340-0001,"884 2 AVENUE
New York, NY
(40.753301895546, -73.96966605346)",MIDTOWN EAST,D6-ELEVATOR,262,"1,961","290,000","9,142,930",31.53,"2,720,582",9.38,"6,422,348","47,921,000",165.24,0.05,1-01342-0012,"333 49 STREET
New York, NY
(40.647801968319, -74.01320923772)",MIDTOWN EAST,D3-ELEVATOR,204,"1,965","177,380","5,953,175",33.56,"1,793,127",10.11,"4,160,048","30,891,000",174.15,0.05,1-01318-0022,825 2 AVENUE,MIDTOWN EAST,D6-ELEVATOR,249,1964,"210,810","8,914,182",42.29,"2,549,801",12.1,"6,364,381","48,022,000",227.8,0.24
